epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
135,7759.58,0.19364,0.13106,0.0032,0.99099,0.99479,0.9945,0.99391,0.05564,0.04539,0.00133,0.000240404,0.000240404,0.000240404
136,7838.72,0.19227,0.13175,0.00321,0.98948,0.99328,0.99421,0.99341,0.05898,0.04495,0.00142,0.000236869,0.000236869,0.000236869
137,7919.38,0.18708,0.13136,0.0032,0.98882,0.99192,0.9946,0.99402,0.05639,0.04724,0.00135,0.000233335,0.000233335,0.000233335
138,7968.58,0.1928,0.12774,0.00326,0.98998,0.99564,0.99407,0.99385,0.05201,0.04402,0.00126,0.000229801,0.000229801,0.000229801
139,8018.2,0.18532,0.12408,0.00304,0.99179,0.99865,0.99494,0.99474,0.05064,0.0382,0.00122,0.000226267,0.000226267,0.000226267
140,8067.87,0.18315,0.12379,0.00302,0.99171,0.99535,0.99373,0.99333,0.0517,0.03616,0.00123,0.000222732,0.000222732,0.000222732
141,8128.93,0.17978,0.13104,0.003,0.98883,0.99002,0.99333,0.99291,0.05267,0.04789,0.00125,0.000219198,0.000219198,0.000219198
142,8209.45,0.18293,0.12586,0.00304,0.99126,0.9947,0.99386,0.9934,0.05491,0.04072,0.00132,0.000215664,0.000215664,0.000215664
143,8258.62,0.18041,0.12418,0.00298,0.99169,0.99385,0.99386,0.99327,0.05342,0.04245,0.00129,0.000212129,0.000212129,0.000212129
144,8320.3,0.184,0.12228,0.00307,0.986,0.99606,0.99425,0.9938,0.05329,0.04896,0.00128,0.000208595,0.000208595,0.000208595
145,8382.7,0.18258,0.13409,0.00302,0.99227,0.99361,0.99412,0.99371,0.05335,0.05416,0.00128,0.000205061,0.000205061,0.000205061
146,8431.77,0.17651,0.13017,0.00288,0.98985,0.99581,0.99398,0.99376,0.05206,0.04325,0.00125,0.000201527,0.000201527,0.000201527
147,8481.13,0.18278,0.1227,0.00309,0.99028,0.99504,0.99442,0.99402,0.05071,0.05029,0.00121,0.000197992,0.000197992,0.000197992
148,8542.34,0.18752,0.12329,0.00318,0.99455,0.98968,0.99476,0.99457,0.04933,0.04592,0.00118,0.000194458,0.000194458,0.000194458
149,8604.93,0.17377,0.11881,0.00288,0.99026,0.99484,0.99465,0.99445,0.05092,0.04307,0.00121,0.000190924,0.000190924,0.000190924
150,8654.43,0.16556,0.11494,0.00273,0.9906,0.99322,0.99463,0.99415,0.05249,0.0359,0.00124,0.000187389,0.000187389,0.000187389
151,8703.55,0.1696,0.1131,0.00284,0.99235,0.99373,0.99495,0.99412,0.04973,0.03163,0.00117,0.000183855,0.000183855,0.000183855
152,8785.76,0.17475,0.11778,0.00288,0.98753,0.99577,0.99475,0.99409,0.05069,0.04533,0.0012,0.000180321,0.000180321,0.000180321
153,8867.46,0.17159,0.11992,0.00288,0.99108,0.99524,0.99409,0.99366,0.04994,0.03585,0.00119,0.000176786,0.000176786,0.000176786
154,8916.65,0.16405,0.11896,0.00267,0.99132,0.99227,0.99426,0.99406,0.04957,0.0454,0.00118,0.000173252,0.000173252,0.000173252
155,8965.69,0.16725,0.11168,0.00273,0.99243,0.99619,0.99432,0.99412,0.04944,0.04487,0.00119,0.000169718,0.000169718,0.000169718
156,9027.47,0.16644,0.11483,0.0028,0.99051,0.99758,0.99455,0.99412,0.05012,0.03588,0.00118,0.000166183,0.000166183,0.000166183
157,9088.8,0.16388,0.11282,0.00267,0.9912,0.99399,0.99434,0.99391,0.04997,0.03564,0.0012,0.000162649,0.000162649,0.000162649
158,9138.02,0.15969,0.11105,0.00268,0.99147,0.99539,0.99422,0.9938,0.05117,0.04248,0.00122,0.000159115,0.000159115,0.000159115
159,9187.39,0.16068,0.12298,0.00265,0.99207,0.99367,0.9945,0.99425,0.04985,0.03818,0.00118,0.000155581,0.000155581,0.000155581
160,9237.05,0.15506,0.10729,0.00255,0.99103,0.996,0.99405,0.99383,0.05031,0.04802,0.0012,0.000152046,0.000152046,0.000152046
161,9299,0.16634,0.11429,0.00267,0.98614,0.99769,0.99413,0.99373,0.05276,0.04143,0.00127,0.000148512,0.000148512,0.000148512
162,9360.91,0.16025,0.10925,0.00267,0.98837,0.99611,0.99439,0.99395,0.05065,0.03518,0.00121,0.000144978,0.000144978,0.000144978
163,9410.15,0.1555,0.1115,0.00263,0.98398,0.99031,0.99392,0.99355,0.04975,0.04813,0.00118,0.000141443,0.000141443,0.000141443
164,9459.67,0.15747,0.10972,0.00259,0.98952,0.99662,0.9946,0.99396,0.05187,0.03403,0.00125,0.000137909,0.000137909,0.000137909
165,9520.73,0.15582,0.1112,0.00264,0.98898,0.99134,0.99326,0.99305,0.04978,0.04396,0.0012,0.000134375,0.000134375,0.000134375
166,9582.35,0.15596,0.11249,0.00255,0.98544,0.99511,0.9936,0.99341,0.04937,0.03658,0.00119,0.000130841,0.000130841,0.000130841
167,9631.23,0.15635,0.11055,0.00259,0.99,0.99551,0.99364,0.99342,0.04924,0.03876,0.00119,0.000127306,0.000127306,0.000127306
168,9680.59,0.15152,0.10692,0.00245,0.98945,0.99006,0.99373,0.99349,0.05124,0.0405,0.00125,0.000123772,0.000123772,0.000123772
169,9761.1,0.15614,0.10646,0.00254,0.9912,0.99365,0.99427,0.99424,0.04867,0.04171,0.00118,0.000120238,0.000120238,0.000120238
170,9823.37,0.154,0.11387,0.00252,0.98348,0.99337,0.99454,0.99431,0.0502,0.04048,0.00121,0.000116703,0.000116703,0.000116703
171,9872.7,0.1543,0.10324,0.00256,0.99149,0.99519,0.99385,0.99365,0.04889,0.04172,0.00118,0.000113169,0.000113169,0.000113169
172,9922.13,0.148,0.10298,0.00244,0.98257,0.99714,0.99444,0.99423,0.04623,0.04136,0.00112,0.000109635,0.000109635,0.000109635
173,9983.06,0.14944,0.10899,0.00246,0.98785,0.99581,0.99441,0.99438,0.04626,0.03436,0.00111,0.0001061,0.0001061,0.0001061
174,10044.6,0.14462,0.10026,0.00235,0.99055,0.99773,0.99483,0.99478,0.0463,0.03242,0.0011,0.000102566,0.000102566,0.000102566
175,10094.2,0.14625,0.1058,0.00235,0.98887,0.99596,0.99479,0.99454,0.04693,0.03365,0.00111,9.90318e-05,9.90318e-05,9.90318e-05
176,10157.4,0.14276,0.10176,0.00231,0.9891,0.99848,0.99437,0.99413,0.04701,0.03227,0.00113,9.54975e-05,9.54975e-05,9.54975e-05
177,10220,0.14274,0.10251,0.00234,0.99501,0.99533,0.9945,0.9943,0.04585,0.03778,0.00111,9.19632e-05,9.19632e-05,9.19632e-05
